235,235,235,100 White,CM 6-Point Near Black
16,16,16,0 Black,
17,17,17,0.5 Gray,
18,18,18,1 Gray,
20,20,20,2 Gray,
23,23,23,3 Gray,
25,25,25,4 Gray,
27,27,27,5 Gray,
