16,16,16,0,LG 2020 HDR10 10-Point Tone Curve Targets [stimulus level] 1000 nit master
89,89,89,341,
111,111,111,443,
122,122,122,494,
128,128,128,525,
135,135,135,555,
142,142,142,587,
148,148,148,618,
155,155,155,651,
162,162,162,681,
235,235,235,1023,
