16,16,16,0,LG 2021 HDR10 10-Point Tone Curve Targets [stimulus level] 1000 nit master
89,89,89,339,
111,111,111,442,
121,121,121,491,
128,128,128,522,
134,134,134,552,
141,141,141,585,
148,148,148,615,
155,155,155,648,
161,161,161,679,
235,235,235,1023,
