16,16,16,0,LG 2017 Tone Curve Targets [stimulus level] 540 nit master
67,67,67,0.24,
83,83,83,0.31,
99,99,99,0.38,
106,106,106,0.41,
113,113,113,0.44,
116,116,116,0.46,
119,119,119,0.47,
123,123,123,0.49,
126,126,126,0.5,
129,129,129,0.52,
133,133,133,0.53,
136,136,136,0.55,
139,139,139,0.56,
143,143,143,0.58,
146,146,146,0.59,
149,149,149,0.61,
152,152,152,0.62,
156,156,156,0.64,
159,159,159,0.65,
235,235,235,1,
