16,16,16,0,LG 2019 HDR10 22-Point Tone Curve Targets [stimulus level] 1000 nit master
49,49,49,153,
69,69,69,249,
77,77,77,284,
83,83,83,313,
97,97,97,378,
104,104,104,411,
111,111,111,443,
114,114,114,459,
118,118,118,475,
121,121,121,491,
124,124,124,506,
128,128,128,522,
131,131,131,537,
134,134,134,553,
137,137,137,568,
140,140,140,582,
144,144,144,597,
147,147,147,613,
150,150,150,628,
158,158,158,664,
158,158,158,666,
235,235,235,1023,
