16,16,16,0,LG 2018 CVS2 HDR10 20-Point Tone Curve Targets [stimulus level] 1000 nit master
74,74,74,272,
89,89,89,341,
103,103,103,409,
111,111,111,443,
118,118,118,476,
122,122,122,494,
125,125,125,509,
128,128,128,525,
131,131,131,539,
135,135,135,555,
138,138,138,572,
142,142,142,587,
145,145,145,602,
148,148,148,618,
152,152,152,635,
155,155,155,651,
158,158,158,666,
162,162,162,682,
165,165,165,696,
235,235,235,1023,
