16,16,16,0,LG 2018 CVS3 HDR10 20-Point Tone Curve Targets [stimulus level] 1000 nit master
73,73,73,268,
88,88,88,335,
102,102,102,402,
109,109,109,436,
117,117,117,470,
120,120,120,485,
123,123,123,500,
126,126,126,516,
130,130,130,531,
133,133,133,549,
136,136,136,563,
140,140,140,579,
143,143,143,594,
146,146,146,610,
150,150,150,627,
154,154,154,643,
157,157,157,658,
160,160,160,674,
164,164,164,692,
235,235,235,1023,
