16,16,16,0,LG 2017 Tone Curve Targets [stimulus level] 1000 nit master
75,75,75,0.27,
90,90,90,0.34,
104,104,104,0.4,
111,111,111,0.44,
119,119,119,0.47,
123,123,123,0.49,
126,126,126,0.5,
129,129,129,0.52,
132,132,132,0.53,
136,136,136,0.55,
139,139,139,0.56,
142,142,142,0.58,
145,145,145,0.59,
148,148,148,0.6,
151,151,151,0.62,
155,155,155,0.63,
158,158,158,0.65,
161,161,161,0.66,
164,164,164,0.68,
235,235,235,1,
