16,16,16,0,LG 2019 HDR10 10-Point Tone Curve Targets [stimulus level] 1000 nit master
83,83,83,313,
104,104,104,411,
114,114,114,459,
121,121,121,491,
128,128,128,522,
134,134,134,553,
140,140,140,582,
147,147,147,613,
158,158,158,664,
235,235,235,1023,
