16,16,16,0,LG 2017 Tone Curve Targets [stimulus level] 4000 nit master
80,80,80,0.29,
96,96,96,0.36,
111,111,111,0.43,
119,119,119,0.47,
126,126,126,0.5,
129,129,129,0.52,
133,133,133,0.53,
136,136,136,0.55,
139,139,139,0.56,
143,143,143,0.58,
146,146,146,0.59,
150,150,150,0.61,
153,153,153,0.63,
157,157,157,0.64,
160,160,160,0.66,
164,164,164,0.67,
167,167,167,0.69,
170,170,170,0.7,
176,176,176,0.73,
235,235,235,1,
